2023-07-07 17:07:50,014 INFO    StreamThr :1968184 [internal.py:wandb_internal():87] W&B internal server running at pid: 1968184, started at: 2023-07-07 17:07:50.014229
2023-07-07 17:07:50,016 DEBUG   HandlerThread:1968184 [handler.py:handle_request():144] handle_request: status
2023-07-07 17:07:50,017 INFO    WriterThread:1968184 [datastore.py:open_for_write():85] open: /home/daniel/research/catkin_ws/src/hyperparam_optimization/bellows_grub/run_logs/fnn_random_masdata/train_9684ccf7_1_accuracy_tolerance=0.0100,act_fn=relu,b_size=32,cpu_num=7,dataset_size=120000,dt=0.0100,generate_new_data=False,g_2023-07-07_17-07-47/wandb/run-20230707_170750-9684ccf7/run-9684ccf7.wandb
2023-07-07 17:07:50,018 DEBUG   SenderThread:1968184 [sender.py:send():336] send: header
2023-07-07 17:07:50,031 DEBUG   SenderThread:1968184 [sender.py:send():336] send: run
2023-07-07 17:07:50,441 DEBUG   HandlerThread:1968184 [handler.py:handle_request():144] handle_request: check_version
2023-07-07 17:07:50,442 INFO    SenderThread:1968184 [dir_watcher.py:__init__():219] watching files in: /home/daniel/research/catkin_ws/src/hyperparam_optimization/bellows_grub/run_logs/fnn_random_masdata/train_9684ccf7_1_accuracy_tolerance=0.0100,act_fn=relu,b_size=32,cpu_num=7,dataset_size=120000,dt=0.0100,generate_new_data=False,g_2023-07-07_17-07-47/wandb/run-20230707_170750-9684ccf7/files
2023-07-07 17:07:50,442 INFO    SenderThread:1968184 [sender.py:_start_run_threads():1078] run started: 9684ccf7 with start time 1688771270.013269
2023-07-07 17:07:50,442 DEBUG   SenderThread:1968184 [sender.py:send_request():363] send_request: summary_record
2023-07-07 17:07:50,442 INFO    SenderThread:1968184 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-07-07 17:07:50,443 DEBUG   SenderThread:1968184 [sender.py:send_request():363] send_request: check_version
2023-07-07 17:07:50,548 DEBUG   HandlerThread:1968184 [handler.py:handle_request():144] handle_request: run_start
2023-07-07 17:07:50,554 DEBUG   HandlerThread:1968184 [system_info.py:__init__():31] System info init
2023-07-07 17:07:50,554 DEBUG   HandlerThread:1968184 [system_info.py:__init__():46] System info init done
2023-07-07 17:07:50,554 INFO    HandlerThread:1968184 [system_monitor.py:start():183] Starting system monitor
2023-07-07 17:07:50,554 INFO    SystemMonitor:1968184 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-07-07 17:07:50,554 INFO    HandlerThread:1968184 [system_monitor.py:probe():204] Collecting system info
2023-07-07 17:07:50,555 INFO    SystemMonitor:1968184 [interfaces.py:start():187] Started cpu monitoring
2023-07-07 17:07:50,555 INFO    SystemMonitor:1968184 [interfaces.py:start():187] Started disk monitoring
2023-07-07 17:07:50,556 INFO    SystemMonitor:1968184 [interfaces.py:start():187] Started gpu monitoring
2023-07-07 17:07:50,556 INFO    SystemMonitor:1968184 [interfaces.py:start():187] Started memory monitoring
2023-07-07 17:07:50,557 INFO    SystemMonitor:1968184 [interfaces.py:start():187] Started network monitoring
2023-07-07 17:07:50,565 DEBUG   HandlerThread:1968184 [system_info.py:probe():195] Probing system
2023-07-07 17:07:50,571 DEBUG   HandlerThread:1968184 [system_info.py:_probe_git():180] Probing git
2023-07-07 17:07:50,583 DEBUG   HandlerThread:1968184 [system_info.py:_probe_git():188] Probing git done
2023-07-07 17:07:50,583 DEBUG   HandlerThread:1968184 [system_info.py:probe():240] Probing system done
2023-07-07 17:07:50,583 DEBUG   HandlerThread:1968184 [system_monitor.py:probe():213] {'os': 'Linux-5.4.0-153-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2023-07-07T23:07:50.565497', 'startedAt': '2023-07-07T23:07:50.006647', 'docker': None, 'cuda': None, 'args': ('--node-ip-address=10.32.114.243', '--node-manager-port=40967', '--object-store-name=/tmp/ray/session_2023-07-07_17-07-44_367870_1967255/sockets/plasma_store', '--raylet-name=/tmp/ray/session_2023-07-07_17-07-44_367870_1967255/sockets/raylet', '--redis-address=None', '--temp-dir=/tmp/ray', '--metrics-agent-port=56078', '--logging-rotate-bytes=536870912', '--logging-rotate-backup-count=5', '--gcs-address=10.32.114.243:50807', '--session-name=session_2023-07-07_17-07-44_367870_1967255', '--temp-dir=/tmp/ray', '--webui=', '--storage=None', '--startup-token=9'), 'state': 'running', 'program': '/home/daniel/.local/lib/python3.8/site-packages/ray/_private/workers/default_worker.py', 'git': {'remote': 'git@github.com:dcheney01/hyperparameter_optimization.git', 'commit': '31af1bd9e8db9611d316b0f4d73138d87f49c36f'}, 'email': 'daniel.cheney01@gmail.com', 'root': '/home/daniel/research/catkin_ws/src/hyperparam_optimization', 'host': 'CTB455-Salmon', 'username': 'daniel', 'executable': '/bin/python3', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3914.30475, 'min': 800.0, 'max': 4000.0}, 'cpu_freq_per_core': [{'current': 3888.826, 'min': 800.0, 'max': 4000.0}, {'current': 3913.824, 'min': 800.0, 'max': 4000.0}, {'current': 3906.293, 'min': 800.0, 'max': 4000.0}, {'current': 3919.465, 'min': 800.0, 'max': 4000.0}, {'current': 3896.962, 'min': 800.0, 'max': 4000.0}, {'current': 3935.792, 'min': 800.0, 'max': 4000.0}, {'current': 3904.405, 'min': 800.0, 'max': 4000.0}, {'current': 3948.871, 'min': 800.0, 'max': 4000.0}], 'disk': {'total': 136.44643783569336, 'used': 115.10232925415039}, 'gpu': 'NVIDIA GeForce GTX 750 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 750 Ti', 'memory_total': 2147483648}], 'memory': {'total': 15.53521728515625}}
2023-07-07 17:07:50,583 INFO    HandlerThread:1968184 [system_monitor.py:probe():214] Finished collecting system info
2023-07-07 17:07:50,583 INFO    HandlerThread:1968184 [system_monitor.py:probe():217] Publishing system info
2023-07-07 17:07:50,583 DEBUG   HandlerThread:1968184 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-07 17:07:50,584 DEBUG   HandlerThread:1968184 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-07 17:07:50,585 INFO    HandlerThread:1968184 [system_monitor.py:probe():219] Finished publishing system info
2023-07-07 17:07:50,589 DEBUG   SenderThread:1968184 [sender.py:send():336] send: files
2023-07-07 17:07:50,590 INFO    SenderThread:1968184 [sender.py:_save_file():1332] saving file wandb-metadata.json with policy now
2023-07-07 17:07:50,594 DEBUG   HandlerThread:1968184 [handler.py:handle_request():144] handle_request: stop_status
2023-07-07 17:07:50,595 DEBUG   SenderThread:1968184 [sender.py:send_request():363] send_request: stop_status
2023-07-07 17:07:50,740 DEBUG   SenderThread:1968184 [sender.py:send():336] send: telemetry
2023-07-07 17:07:50,740 DEBUG   SenderThread:1968184 [sender.py:send():336] send: telemetry
2023-07-07 17:07:50,741 DEBUG   SenderThread:1968184 [sender.py:send():336] send: config
2023-07-07 17:07:51,071 INFO    wandb-upload_0:1968184 [upload_job.py:push():138] Uploaded file /tmp/tmpa4hj_khzwandb/j4ngan7g-wandb-metadata.json
