2023-05-03 20:58:35,110 INFO    StreamThr :3449894 [internal.py:wandb_internal():87] W&B internal server running at pid: 3449894, started at: 2023-05-03 20:58:35.110032
2023-05-03 20:58:35,115 DEBUG   HandlerThread:3449894 [handler.py:handle_request():144] handle_request: status
2023-05-03 20:58:35,116 INFO    WriterThread:3449894 [datastore.py:open_for_write():85] open: /home/daniel/research/catkin_ws/src/hyperparam_optimization/inverted_pendulum/run_logs/fnn_optimization/train_21f01584_85_accuracy_tolerance=0.0100,act_fn=relu,b_size=16,calculates_xdot=False,cpu_num=3,dataset_size=60000,dt=0.0100,gen_2023-05-03_20-58-32/wandb/run-20230503_205835-21f01584/run-21f01584.wandb
2023-05-03 20:58:35,117 DEBUG   SenderThread:3449894 [sender.py:send():336] send: header
2023-05-03 20:58:35,133 DEBUG   SenderThread:3449894 [sender.py:send():336] send: run
2023-05-03 20:58:35,612 DEBUG   HandlerThread:3449894 [handler.py:handle_request():144] handle_request: check_version
2023-05-03 20:58:35,613 INFO    SenderThread:3449894 [dir_watcher.py:__init__():219] watching files in: /home/daniel/research/catkin_ws/src/hyperparam_optimization/inverted_pendulum/run_logs/fnn_optimization/train_21f01584_85_accuracy_tolerance=0.0100,act_fn=relu,b_size=16,calculates_xdot=False,cpu_num=3,dataset_size=60000,dt=0.0100,gen_2023-05-03_20-58-32/wandb/run-20230503_205835-21f01584/files
2023-05-03 20:58:35,613 INFO    SenderThread:3449894 [sender.py:_start_run_threads():1078] run started: 21f01584 with start time 1683169115.10994
2023-05-03 20:58:35,613 DEBUG   SenderThread:3449894 [sender.py:send_request():363] send_request: summary_record
2023-05-03 20:58:35,613 INFO    SenderThread:3449894 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-05-03 20:58:35,613 DEBUG   SenderThread:3449894 [sender.py:send_request():363] send_request: check_version
2023-05-03 20:58:35,710 DEBUG   HandlerThread:3449894 [handler.py:handle_request():144] handle_request: run_start
2023-05-03 20:58:35,718 DEBUG   HandlerThread:3449894 [system_info.py:__init__():31] System info init
2023-05-03 20:58:35,718 DEBUG   HandlerThread:3449894 [system_info.py:__init__():46] System info init done
2023-05-03 20:58:35,718 INFO    HandlerThread:3449894 [system_monitor.py:start():183] Starting system monitor
2023-05-03 20:58:35,718 INFO    SystemMonitor:3449894 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-05-03 20:58:35,718 INFO    HandlerThread:3449894 [system_monitor.py:probe():204] Collecting system info
2023-05-03 20:58:35,719 INFO    SystemMonitor:3449894 [interfaces.py:start():187] Started cpu monitoring
